filename,width,height,class,xmin,ymin,xmax,ymax
aug1_4a69c6957183dd2c395a7c7bec5d0c58.jpg,460,288,UKPassport,74.33549499511719,42.966548919677734,385.064697265625,245.729248046875
aug1_58c7b2ea1603a329822545.jpg,806,600,Surname,151.74221801757812,12.737527847290039,369.9534606933594,38.01324462890625
aug1_58c7b2ea1603a329822545.jpg,806,600,FirstName,151.74221801757812,57.22278594970703,368.9432067871094,82.49849700927734
aug1_58c7b2ea1603a329822545.jpg,806,600,Nationality,148.71148681640625,98.6749496459961,172.95721435546875,124.9616928100586
aug1_58c7b2ea1603a329822545.jpg,806,600,DOB,238.62261962890625,99.68598175048828,412.3834228515625,126.98375701904297
aug1_58c7b2ea1603a329822545.jpg,806,600,Gender,0.0,0.0,684.1372680664062,401.9835205078125
aug1_58c7b2ea1603a329822545.jpg,806,600,PlaceOfBirth,,,,
aug1_58c7b2ea1603a329822545.jpg,806,600,UKPassport,,,,
aug1_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,Surname,206.3123016357422,81.80193328857422,302.9900207519531,98.76087188720703
aug1_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,FirstName,203.322265625,111.72946166992188,398.6711120605469,131.68116760253906
aug1_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,Nationality,203.322265625,145.6473388671875,387.7076416015625,161.6086883544922
aug1_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,DOB,204.31893920898438,173.5797119140625,387.7076416015625,192.5338134765625
aug1_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,Gender,202.32559204101562,206.5,219.26910400390625,223.45892333984375
aug1_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,PlaceOfBirth,286.0465087890625,206.5,419.6013488769531,224.45651245117188
aug1_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,UKPassport,0.9966776967048645,0.9975845217704773,600.0,391.0531311035156
aug0_0510-Datapage.jpg,1200,846,Surname,918.1273803710938,93.0214614868164,1004.5804443359375,112.48628234863281
aug0_0510-Datapage.jpg,1200,846,FirstName,867.7568359375,121.58631134033203,1002.2188110351562,143.43035888671875
aug0_0510-Datapage.jpg,1200,846,Nationality,754.6278686523438,145.34164428710938,998.4440307617188,166.8344268798828
aug0_0510-Datapage.jpg,1200,846,DOB,852.681640625,178.67454528808594,1002.5653076171875,198.46511840820312
aug0_0510-Datapage.jpg,1200,846,Gender,983.6641845703125,210.95675659179688,1000.2467651367188,231.90817260742188
aug0_0510-Datapage.jpg,1200,846,PlaceOfBirth,883.791748046875,208.08251953125,946.7688598632812,227.3717041015625
aug0_0510-Datapage.jpg,1200,846,UKPassport,609.6445922851562,9.857662200927734,1200.0,330.67572021484375
aug0_0710-Datapage.jpg,1200,854,Surname,102.83786010742188,118.63671875,183.7698974609375,144.85118103027344
aug0_0710-Datapage.jpg,1200,854,FirstName,108.71913146972656,143.23341369628906,235.0295867919922,174.90940856933594
aug0_0710-Datapage.jpg,1200,854,Nationality,110.22029113769531,171.42657470703125,259.819091796875,204.41416931152344
aug0_0710-Datapage.jpg,1200,854,DOB,111.72145080566406,202.51547241210938,255.39833068847656,235.4116973876953
aug0_0710-Datapage.jpg,1200,854,Gender,114.21778869628906,245.53099060058594,129.67166137695312,262.33038330078125
aug0_0710-Datapage.jpg,1200,854,PlaceOfBirth,175.46986389160156,227.52517700195312,317.3103942871094,256.7910461425781
aug0_0710-Datapage.jpg,1200,854,UKPassport,0.0,23.331090927124023,528.3438110351562,459.0606994628906
aug0_0820-Biodata.jpg,1200,818,Surname,755.3167724609375,79.20653533935547,815.3167724609375,99.20653533935547
aug0_0820-Biodata.jpg,1200,818,FirstName,764.8167724609375,109.70653533935547,820.3167724609375,127.70653533935547
aug0_0820-Biodata.jpg,1200,818,Nationality,666.8167724609375,138.70652770996094,818.3167724609375,158.70652770996094
aug0_0820-Biodata.jpg,1200,818,DOB,665.8167724609375,170.70652770996094,818.3167724609375,189.70652770996094
aug0_0820-Biodata.jpg,1200,818,Gender,805.8167724609375,198.70652770996094,821.8167724609375,215.20652770996094
aug0_0820-Biodata.jpg,1200,818,PlaceOfBirth,715.3167724609375,198.70652770996094,777.8167724609375,218.70652770996094
aug0_0820-Biodata.jpg,1200,818,UKPassport,429.8167724609375,14.20653247833252,1021.3167724609375,319.70654296875
aug0_0830-Datapage.jpg,1200,823,Surname,927.2777099609375,11.048871994018555,1110.7777099609375,31.073171615600586
aug0_0830-Datapage.jpg,1200,823,FirstName,942.2777099609375,38.582279205322266,1114.2777099609375,55.60293960571289
aug0_0830-Datapage.jpg,1200,823,Nationality,1093.7777099609375,69.11934661865234,1111.7777099609375,86.64061737060547
aug0_0830-Datapage.jpg,1200,823,DOB,865.7777099609375,69.11934661865234,1053.277587890625,89.1436538696289
aug0_0830-Datapage.jpg,1200,823,Gender,707.2777099609375,0.0,1200.0,265.8581237792969
aug0_0830-Datapage.jpg,1200,823,PlaceOfBirth,,,,
aug0_0830-Datapage.jpg,1200,823,UKPassport,,,,
aug0_1310-Biodata.jpg,1200,814,Surname,925.5,67.5,1002.0,85.5
aug0_1310-Biodata.jpg,1200,814,FirstName,948.0,96.5,1001.0,113.5
aug0_1310-Biodata.jpg,1200,814,Nationality,817.0,125.5,1002.5,142.5
aug0_1310-Biodata.jpg,1200,814,DOB,829.0,153.0,1006.0,172.0
aug0_1310-Biodata.jpg,1200,814,Gender,988.5,186.0,1001.0,200.5
aug0_1310-Biodata.jpg,1200,814,PlaceOfBirth,828.5,185.0,944.0,204.0
aug0_1310-Biodata.jpg,1200,814,UKPassport,600.0,1.0,1194.5,377.0
aug0_1528277944.perfect_20passport.jpg,500,338,Surname,177.35150146484375,49.372798919677734,338.24652099609375,79.20728302001953
aug0_1528277944.perfect_20passport.jpg,500,338,FirstName,174.6459197998047,77.22117614746094,274.3380432128906,97.53861999511719
aug0_1528277944.perfect_20passport.jpg,500,338,Nationality,170.5717010498047,99.01185607910156,301.62384033203125,127.61528778076172
aug0_1528277944.perfect_20passport.jpg,500,338,DOB,171.92933654785156,128.15457153320312,291.491943359375,148.96031188964844
aug0_1528277944.perfect_20passport.jpg,500,338,Gender,171.06967163085938,152.1625518798828,183.0048828125,165.9436798095703
aug0_1528277944.perfect_20passport.jpg,500,338,PlaceOfBirth,221.85452270507812,155.95065307617188,278.73968505859375,174.0714569091797
aug0_1528277944.perfect_20passport.jpg,500,338,UKPassport,0.0,0.0,500.0,338.0
aug0_2610-Datapage.jpg,1200,825,Surname,897.0,68.4169692993164,999.0,85.3963623046875
aug0_2610-Datapage.jpg,1200,825,FirstName,813.5,97.38182067871094,1002.0,116.3587875366211
aug0_2610-Datapage.jpg,1200,825,Nationality,813.5,127.345458984375,999.0,146.82180786132812
aug0_2610-Datapage.jpg,1200,825,DOB,828.0,155.31150817871094,999.0,177.28485107421875
aug0_2610-Datapage.jpg,1200,825,Gender,982.0,188.7709197998047,1000.5,204.7515106201172
aug0_2610-Datapage.jpg,1200,825,PlaceOfBirth,815.0,187.27273559570312,940.5,205.75030517578125
aug0_2610-Datapage.jpg,1200,825,UKPassport,600.0,2.996363639831543,1186.5,378.5406188964844
aug0_36691.jpg,600,413,Surname,184.35299682617188,42.12217712402344,436.07928466796875,101.94935607910156
aug0_36691.jpg,600,413,FirstName,187.10736083984375,93.55720520019531,303.00579833984375,132.86068725585938
aug0_36691.jpg,600,413,Nationality,192.3240509033203,117.95619201660156,351.4708251953125,163.4459991455078
aug0_36691.jpg,600,413,DOB,197.5407257080078,151.81040954589844,342.8747863769531,195.01791381835938
aug0_36691.jpg,600,413,Gender,202.26834106445312,200.63710021972656,224.609130859375,219.68348693847656
aug0_36691.jpg,600,413,PlaceOfBirth,262.289306640625,181.55511474609375,334.6133117675781,212.6990509033203
aug0_36691.jpg,600,413,UKPassport,0.0,0.0,600.0,413.0
aug0_4a69c6957183dd2c395a7c7bec5d0c58.jpg,460,288,Surname,346.1044921875,80.2413558959961,394.1044921875,95.2413558959961
aug0_4a69c6957183dd2c395a7c7bec5d0c58.jpg,460,288,FirstName,322.1044921875,104.2413558959961,394.1044921875,118.2413558959961
aug0_4a69c6957183dd2c395a7c7bec5d0c58.jpg,460,288,Nationality,275.1044921875,129.24134826660156,394.1044921875,142.24134826660156
aug0_4a69c6957183dd2c395a7c7bec5d0c58.jpg,460,288,DOB,272.1044921875,154.24134826660156,394.1044921875,166.24134826660156
aug0_4a69c6957183dd2c395a7c7bec5d0c58.jpg,460,288,Gender,381.1044921875,175.24134826660156,397.1044921875,190.24134826660156
aug0_4a69c6957183dd2c395a7c7bec5d0c58.jpg,460,288,PlaceOfBirth,311.1044921875,176.24134826660156,345.1044921875,191.24134826660156
aug0_4a69c6957183dd2c395a7c7bec5d0c58.jpg,460,288,UKPassport,83.1044921875,29.241352081298828,460.0,288.0
aug0_58c7b2ea1603a329822545.jpg,806,600,Surname,220.91741943359375,0.25654375553131104,270.9659118652344,28.846723556518555
aug0_58c7b2ea1603a329822545.jpg,806,600,FirstName,227.55914306640625,27.605466842651367,355.2493896484375,59.64998245239258
aug0_58c7b2ea1603a329822545.jpg,806,600,Nationality,229.70877075195312,54.0439338684082,391.5767822265625,91.63506317138672
aug0_58c7b2ea1603a329822545.jpg,806,600,DOB,233.60214233398438,86.6803207397461,394.73101806640625,124.18302154541016
aug0_58c7b2ea1603a329822545.jpg,806,600,Gender,235.01260375976562,134.16189575195312,255.05279541015625,155.5167694091797
aug0_58c7b2ea1603a329822545.jpg,806,600,PlaceOfBirth,300.88525390625,113.94690704345703,430.40771484375,149.12716674804688
aug0_58c7b2ea1603a329822545.jpg,806,600,UKPassport,9.42268180847168,0.0,653.3065185546875,382.33953857421875
aug0_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,Surname,206.38525390625,81.73816680908203,303.0743713378906,98.76223754882812
aug0_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,FirstName,203.37303161621094,111.6636734008789,398.73529052734375,131.7469940185547
aug0_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,Nationality,203.35287475585938,145.58154296875,387.74896240234375,161.6671142578125
aug0_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,DOB,204.32870483398438,173.5145721435547,387.7301330566406,192.5922393798828
aug0_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,Gender,202.3145294189453,206.4335174560547,219.2694549560547,223.4038543701172
aug0_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,PlaceOfBirth,286.0347595214844,206.48992919921875,419.6016540527344,224.5364227294922
aug0_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,UKPassport,0.8727380037307739,0.7955008149147034,600.1387329101562,391.2545471191406
aug1_0510-Datapage.jpg,1200,846,Surname,909.0,84.0,995.0,101.0
aug1_0510-Datapage.jpg,1200,846,FirstName,859.5,113.99999237060547,993.5,132.0
aug1_0510-Datapage.jpg,1200,846,Nationality,747.0,141.0,990.5,155.5
aug1_0510-Datapage.jpg,1200,846,DOB,846.0,171.5,995.5,187.0
aug1_0510-Datapage.jpg,1200,846,Gender,978.0,200.0,994.0,220.5
aug1_0510-Datapage.jpg,1200,846,PlaceOfBirth,878.0,200.0,940.5,217.50001525878906
aug1_0510-Datapage.jpg,1200,846,UKPassport,606.5,9.5,1196.0,313.5
aug1_0710-Datapage.jpg,1200,854,Surname,201.5,66.0,281.0,84.5
aug1_0710-Datapage.jpg,1200,854,FirstName,204.5,95.5,329.5,115.0
aug1_0710-Datapage.jpg,1200,854,Nationality,203.0,126.0,351.5,144.5
aug1_0710-Datapage.jpg,1200,854,DOB,201.5,156.5,344.0,175.5
aug1_0710-Datapage.jpg,1200,854,Gender,201.0,187.0,214.99998474121094,202.5
aug1_0710-Datapage.jpg,1200,854,PlaceOfBirth,262.5,187.5,403.5,203.0
aug1_0710-Datapage.jpg,1200,854,UKPassport,6.5,1.5,598.0,381.0
aug1_0820-Biodata.jpg,1200,818,Surname,172.0180206298828,2.6637163162231445,324.8297424316406,41.43977737426758
aug1_0820-Biodata.jpg,1200,818,FirstName,168.1439666748047,34.4128532409668,321.8229064941406,72.32172393798828
aug1_0820-Biodata.jpg,1200,818,Nationality,161.4846954345703,61.75595474243164,179.4212646484375,80.1261215209961
aug1_0820-Biodata.jpg,1200,818,DOB,204.70237731933594,67.2546157836914,269.2118225097656,94.90840911865234
aug1_0820-Biodata.jpg,1200,818,Gender,0.0,0.0,575.5304565429688,230.79534912109375
aug1_0820-Biodata.jpg,1200,818,PlaceOfBirth,,,,
aug1_0820-Biodata.jpg,1200,818,UKPassport,,,,
aug1_0830-Datapage.jpg,1200,823,Surname,915.5,63.0765495300293,1003.5,81.59902954101562
aug1_0830-Datapage.jpg,1200,823,FirstName,842.0,95.61603546142578,1002.5,111.63548278808594
aug1_0830-Datapage.jpg,1200,823,Nationality,820.0,125.6524887084961,1003.5,145.67678833007812
aug1_0830-Datapage.jpg,1200,823,DOB,835.0,153.18589782714844,1007.0,170.20655822753906
aug1_0830-Datapage.jpg,1200,823,Gender,986.5,183.72296142578125,1004.5,201.24423217773438
aug1_0830-Datapage.jpg,1200,823,PlaceOfBirth,758.5,183.72296142578125,946.0,203.7472686767578
aug1_0830-Datapage.jpg,1200,823,UKPassport,600.0,1.501822590827942,1194.5,380.46173095703125
aug1_1310-Biodata.jpg,1200,814,Surname,75.88835144042969,191.5320587158203,152.38833618164062,209.5320587158203
aug1_1310-Biodata.jpg,1200,814,FirstName,76.88833618164062,220.5320587158203,129.88832092285156,237.5320587158203
aug1_1310-Biodata.jpg,1200,814,Nationality,75.38835144042969,249.5320587158203,260.8883361816406,266.5320739746094
aug1_1310-Biodata.jpg,1200,814,DOB,71.88833618164062,277.0320739746094,248.88833618164062,296.0320739746094
aug1_1310-Biodata.jpg,1200,814,Gender,76.88833618164062,310.0320739746094,89.38833618164062,324.5320739746094
aug1_1310-Biodata.jpg,1200,814,PlaceOfBirth,133.88833618164062,309.0320739746094,249.38833618164062,328.0320739746094
aug1_1310-Biodata.jpg,1200,814,UKPassport,0.0,125.03205871582031,477.8883361816406,501.0320739746094
aug1_1528277944.perfect_20passport.jpg,500,338,Surname,82.74514770507812,100.21730041503906,242.74514770507812,118.21730041503906
aug1_1528277944.perfect_20passport.jpg,500,338,FirstName,144.74514770507812,128.21730041503906,243.74514770507812,141.21730041503906
aug1_1528277944.perfect_20passport.jpg,500,338,Nationality,115.74514770507812,150.21730041503906,245.7451629638672,169.21730041503906
aug1_1528277944.perfect_20passport.jpg,500,338,DOB,123.74514770507812,179.21730041503906,242.74514770507812,191.21730041503906
aug1_1528277944.perfect_20passport.jpg,500,338,Gender,230.74514770507812,203.21730041503906,241.74514770507812,216.21730041503906
aug1_1528277944.perfect_20passport.jpg,500,338,PlaceOfBirth,134.74514770507812,203.21730041503906,190.74514770507812,217.21730041503906
aug1_1528277944.perfect_20passport.jpg,500,338,UKPassport,0.0,46.2172966003418,407.74517822265625,338.0
aug1_2610-Datapage.jpg,1200,825,Surname,279.24566650390625,35.50271987915039,381.24566650390625,52.482112884521484
aug1_2610-Datapage.jpg,1200,825,FirstName,276.24566650390625,64.46757507324219,464.74566650390625,83.44454193115234
aug1_2610-Datapage.jpg,1200,825,Nationality,279.24566650390625,94.43121337890625,464.74566650390625,113.90756225585938
aug1_2610-Datapage.jpg,1200,825,DOB,279.24566650390625,122.39726257324219,450.24566650390625,144.37060546875
aug1_2610-Datapage.jpg,1200,825,Gender,277.74566650390625,155.85667419433594,296.24566650390625,171.83726501464844
